company,role,location,education,years_of_experience,base_salary,annual_bonus,annual_stock,total_compensation,company_tier,remote_work
Airbnb,Staff Engineer,"Denver, CO",PhD,11,331643,33272,31830,396745,Tier2,0
Databricks,Senior Software Engineer,"Denver, CO",Bootcamp,20,273398,19787,48604,341789,Tier2,0
Stripe,ML Engineer,"Denver, CO",Bachelor's,1,210410,35720,11522,257652,Tier2,1
Early Stage Startup,Software Engineer,"Atlanta, GA",Bachelor's,2,104255,24083,0,128338,Startup,0
Workday,Senior Software Engineer,"Boston, MA",Bachelor's,0,194561,24145,0,218706,Tier3,0
IBM,ML Engineer,"Chicago, IL",Bootcamp,14,208307,26761,0,235068,Tier3,0
Airbnb,Senior Product Manager,"Los Angeles, CA",Bachelor's,0,274654,34952,6674,316280,Tier2,0
Stripe,Senior Product Manager,"San Francisco, CA",Bootcamp,3,338396,52286,19106,409788,Tier2,0
Intuit,Staff Engineer,"Seattle, WA",PhD,1,328296,26836,0,355132,Tier3,0
Workday,ML Engineer,"Atlanta, GA",Master's,4,171102,19598,0,190700,Tier3,0
Uber,Data Scientist,"Austin, TX",Bachelor's,9,230243,32814,8667,271724,Tier2,0
Intuit,Senior Data Scientist,"Chicago, IL",Master's,5,209158,31219,0,240377,Tier3,0
ServiceNow,ML Engineer,"Seattle, WA",Bachelor's,4,220024,32331,0,252355,Tier3,0
Databricks,Software Engineer,"Austin, TX",Master's,2,191713,27532,20025,239270,Tier2,0
Series A Startup,Data Scientist,"Austin, TX",Bootcamp,1,101129,6699,0,107828,Startup,0
Airbnb,Product Manager,"Denver, CO",Master's,7,206465,19933,20448,246846,Tier2,1
Meta,Software Engineer,"Atlanta, GA",PhD,4,207640,36127,19695,263462,FAANG,1
Databricks,Staff Engineer,"New York, NY",Bachelor's,5,389786,53622,46749,490157,Tier2,0
ServiceNow,Engineering Manager,"New York, NY",Bachelor's,2,297571,63179,0,360750,Tier3,0
Oracle,Engineering Manager,"Atlanta, GA",PhD,4,246213,11073,0,257286,Tier3,0
Workday,Senior Software Engineer,"Seattle, WA",Master's,0,226378,33214,0,259592,Tier3,1
Amazon,ML Engineer,"New York, NY",PhD,1,375215,33432,10254,418901,FAANG,0
Early Stage Startup,Data Scientist,"Los Angeles, CA",Self-taught,5,168888,18683,0,187571,Startup,1
Uber,Staff Engineer,"Atlanta, GA",Bachelor's,1,255505,46074,25756,327335,Tier2,1
Amazon,Principal Engineer,"Atlanta, GA",Self-taught,1,345631,67222,17641,430494,FAANG,0
Apple,Senior Data Scientist,"Seattle, WA",Bachelor's,1,339365,39575,39340,418280,FAANG,1
IBM,Data Scientist,"San Francisco, CA",PhD,1,222944,34085,0,257029,Tier3,1
Meta,Engineering Manager,"Los Angeles, CA",Bachelor's,6,466244,25623,77502,569369,FAANG,0
Intuit,Senior Data Scientist,"Chicago, IL",Bachelor's,5,191253,15608,0,206861,Tier3,1
Apple,Engineering Manager,"New York, NY",Bachelor's,1,417719,53053,57820,528592,FAANG,0
Lyft,Principal Engineer,"Austin, TX",Bootcamp,1,352007,52271,54844,459122,Tier2,0
SAP,Senior Product Manager,"New York, NY",Bachelor's,13,279186,29180,0,308366,Tier3,0
Microsoft,Principal Engineer,"Atlanta, GA",PhD,1,296897,52209,13408,362514,Tier2,0
Meta,Software Engineer,"Boston, MA",Bachelor's,3,224261,21664,19938,265863,FAANG,0
Apple,Staff Engineer,"Seattle, WA",Self-taught,6,481951,71716,46769,600436,FAANG,0
Intuit,Senior Data Scientist,"Seattle, WA",Master's,5,257089,26656,0,283745,Tier3,0
Lyft,ML Engineer,"Atlanta, GA",Bootcamp,8,235693,44394,23958,304045,Tier2,1
Amazon,Principal Engineer,"Chicago, IL",Master's,3,414610,47831,18541,480982,FAANG,0
Google,Data Scientist,Remote,Bachelor's,2,197010,41991,10521,249522,FAANG,1
Databricks,Senior Software Engineer,"New York, NY",Bachelor's,0,221974,31816,24835,278625,Tier2,0
Meta,Senior Data Scientist,"Austin, TX",Bootcamp,3,262980,39343,7529,309852,FAANG,0
Series A Startup,Software Engineer,"Denver, CO",PhD,7,137505,19964,0,157469,Startup,0
Netflix,Engineering Manager,"San Francisco, CA",Master's,18,683740,62867,38497,785104,FAANG,0
SAP,ML Engineer,"Los Angeles, CA",Bachelor's,0,213527,27582,0,241109,Tier3,0
ServiceNow,Senior Data Scientist,"Los Angeles, CA",Bachelor's,25,326834,43271,0,370105,Tier3,0
Airbnb,Senior Data Scientist,"Atlanta, GA",Bachelor's,5,215192,43097,9162,267451,Tier2,1
Series B Startup,Engineering Manager,"Denver, CO",Bachelor's,24,282926,43118,0,326044,Startup,0
Series B Startup,Data Scientist,"Los Angeles, CA",Bachelor's,6,192730,13351,0,206081,Startup,0
Apple,Software Engineer,"Los Angeles, CA",Bachelor's,0,218404,22434,26937,267775,FAANG,0
Series B Startup,Data Scientist,"Chicago, IL",Bachelor's,1,125000,7418,0,132418,Startup,1
Databricks,ML Engineer,"Austin, TX",Bootcamp,4,242073,23702,8954,274729,Tier2,0
Apple,Principal Engineer,"Los Angeles, CA",Master's,2,529708,51119,18881,599708,FAANG,0
Databricks,ML Engineer,"Chicago, IL",Master's,1,220448,28792,14899,264139,Tier2,0
Airbnb,Staff Engineer,Remote,Bachelor's,2,310746,51268,33686,395700,Tier2,0
Early Stage Startup,Senior Software Engineer,"Boston, MA",Self-taught,8,208210,9364,0,217574,Startup,1
Series A Startup,Senior Data Scientist,"Boston, MA",Bachelor's,10,234808,37500,0,272308,Startup,0
Airbnb,Senior Data Scientist,"Austin, TX",Self-taught,9,240829,51493,17401,309723,Tier2,0
Series B Startup,Senior Software Engineer,"Austin, TX",PhD,16,216608,24389,0,240997,Startup,0
Intuit,Data Scientist,"Los Angeles, CA",PhD,11,247619,31986,0,279605,Tier3,0
Meta,Data Scientist,"Seattle, WA",Master's,3,303532,38671,29641,371844,FAANG,1
Microsoft,Senior Data Scientist,"Chicago, IL",Master's,3,237461,21865,22341,281667,Tier2,1
Series A Startup,Software Engineer,"Austin, TX",Bachelor's,1,103825,17066,0,120891,Startup,0
Series B Startup,Senior Data Scientist,"Seattle, WA",Bachelor's,2,209007,17445,0,226452,Startup,0
Series B Startup,Engineering Manager,"Chicago, IL",Bootcamp,1,188272,29879,0,218151,Startup,0
Google,Engineering Manager,"New York, NY",Bachelor's,4,482307,78791,41270,602368,FAANG,1
Databricks,Senior Product Manager,"San Francisco, CA",Bachelor's,0,313893,24594,43856,382343,Tier2,1
Workday,Engineering Manager,"Austin, TX",Master's,25,333328,15229,0,348557,Tier3,0
Uber,Staff Engineer,"Austin, TX",Bachelor's,10,339209,43485,50295,432989,Tier2,0
Netflix,Staff Engineer,"Los Angeles, CA",PhD,3,428352,50885,40039,519276,FAANG,1
Series B Startup,Principal Engineer,"Boston, MA",Bachelor's,4,286625,52777,0,339402,Startup,0
Uber,Senior Product Manager,"Austin, TX",Bachelor's,1,247099,36195,29412,312706,Tier2,1
Stripe,Staff Engineer,"Seattle, WA",Bachelor's,0,296141,62822,22593,381556,Tier2,0
Series B Startup,Data Scientist,"Seattle, WA",Bachelor's,5,198268,23908,0,222176,Startup,1
Uber,Senior Software Engineer,"Denver, CO",Master's,3,201789,29094,3469,234352,Tier2,0
IBM,Principal Engineer,Remote,Master's,0,304501,21823,0,326324,Tier3,0
Uber,Data Scientist,Remote,Bachelor's,1,164413,30166,14958,209537,Tier2,1
Netflix,Senior Product Manager,"Chicago, IL",Master's,2,273880,50514,22413,346807,FAANG,0
Meta,Staff Engineer,"Los Angeles, CA",Master's,3,387393,76619,31881,495893,FAANG,0
Lyft,Data Scientist,"Chicago, IL",Master's,0,168836,17330,14656,200822,Tier2,0
Series A Startup,Senior Software Engineer,"Chicago, IL",Master's,1,143219,7713,0,150932,Startup,1
Uber,Data Scientist,"Boston, MA",Bachelor's,4,173733,12548,21775,208056,Tier2,1
IBM,Software Engineer,"Austin, TX",Master's,0,128463,8659,0,137122,Tier3,0
Stripe,Senior Software Engineer,"Denver, CO",Self-taught,19,293323,45170,13428,351921,Tier2,0
Lyft,Senior Data Scientist,"Chicago, IL",Bachelor's,12,278100,29539,17736,325375,Tier2,0
Oracle,Principal Engineer,"Atlanta, GA",Bachelor's,1,217659,19390,0,237049,Tier3,1
Intuit,ML Engineer,"Denver, CO",Master's,1,150457,17933,0,168390,Tier3,1
Uber,Data Scientist,"San Francisco, CA",Bachelor's,4,280186,35701,45321,361208,Tier2,0
Series B Startup,Senior Software Engineer,Remote,Master's,1,185492,30439,0,215931,Startup,0
Airbnb,Product Manager,"Austin, TX",Bachelor's,0,167184,15866,29775,212825,Tier2,0
Oracle,Senior Software Engineer,"Los Angeles, CA",Bachelor's,4,189210,22655,0,211865,Tier3,1
Series A Startup,Product Manager,"Chicago, IL",Bootcamp,25,244310,14729,0,259039,Startup,1
ServiceNow,Senior Data Scientist,Remote,Master's,1,194776,8329,0,203105,Tier3,1
Workday,Senior Data Scientist,"Denver, CO",Bachelor's,2,178930,25026,0,203956,Tier3,1
Intuit,Product Manager,"Boston, MA",PhD,1,185382,15242,0,200624,Tier3,1
Series A Startup,Staff Engineer,"Los Angeles, CA",PhD,4,293965,36308,0,330273,Startup,1
Series A Startup,Software Engineer,Remote,Bachelor's,4,120534,12669,0,133203,Startup,0
Stripe,ML Engineer,"Denver, CO",Bachelor's,0,174384,27819,28710,230913,Tier2,0
Oracle,Principal Engineer,Remote,Self-taught,0,307258,15758,0,323016,Tier3,0
Workday,ML Engineer,"San Francisco, CA",Master's,2,221137,27123,0,248260,Tier3,0
Oracle,Product Manager,Remote,Bachelor's,0,153407,25561,0,178968,Tier3,1
Meta,Software Engineer,"Austin, TX",Self-taught,2,191569,20926,34168,246663,FAANG,0
Salesforce,Senior Product Manager,"San Francisco, CA",Master's,3,325166,42512,13758,381436,Tier2,0
Series B Startup,Product Manager,"Denver, CO",Self-taught,0,114310,27105,0,141415,Startup,1
Databricks,ML Engineer,"San Francisco, CA",Bachelor's,15,492587,42152,21819,556558,Tier2,0
Lyft,Senior Data Scientist,"New York, NY",Bachelor's,1,250303,35245,36771,322319,Tier2,1
Microsoft,Senior Product Manager,"Boston, MA",Master's,0,278114,34173,14328,326615,Tier2,0
Apple,ML Engineer,"New York, NY",Bachelor's,5,346348,47815,11425,405588,FAANG,0
Microsoft,Data Scientist,"San Francisco, CA",Bachelor's,0,241264,15576,10539,267379,Tier2,1
Oracle,Staff Engineer,"San Francisco, CA",Bachelor's,0,281402,21448,0,302850,Tier3,0
IBM,Engineering Manager,"New York, NY",Self-taught,0,283175,49269,0,332444,Tier3,0
IBM,Senior Product Manager,Remote,Bachelor's,2,209444,36448,0,245892,Tier3,1
Microsoft,Principal Engineer,"San Francisco, CA",Master's,3,498409,78969,42680,620058,Tier2,1
Databricks,Senior Software Engineer,"Los Angeles, CA",Master's,8,322617,40296,41764,404677,Tier2,1
Series B Startup,Software Engineer,"Austin, TX",Bachelor's,11,177417,30950,0,208367,Startup,0
Amazon,Product Manager,"Boston, MA",Bootcamp,0,210483,14934,20513,245930,FAANG,0
IBM,Senior Data Scientist,"San Francisco, CA",PhD,0,267550,26392,0,293942,Tier3,1
Salesforce,ML Engineer,Remote,Master's,2,223100,11546,8745,243391,Tier2,0
Intuit,Senior Software Engineer,"Seattle, WA",Bachelor's,1,176632,33607,0,210239,Tier3,0
Intuit,Product Manager,Remote,PhD,10,215846,47394,0,263240,Tier3,1
Google,Software Engineer,"Boston, MA",Master's,4,257464,32631,29498,319593,FAANG,1
Stripe,Principal Engineer,"San Francisco, CA",Master's,11,617900,119148,53658,790706,Tier2,0
Stripe,Principal Engineer,Remote,Self-taught,8,421555,28604,50742,500901,Tier2,1
Microsoft,Staff Engineer,"Chicago, IL",Bachelor's,4,239162,43931,12971,296064,Tier2,0
Oracle,ML Engineer,"New York, NY",Bachelor's,7,233715,28033,0,261748,Tier3,0
Google,Senior Software Engineer,"Seattle, WA",Bachelor's,13,407395,20266,34553,462214,FAANG,1
Lyft,Engineering Manager,"Los Angeles, CA",Master's,14,532262,57966,41854,632082,Tier2,0
Apple,Software Engineer,"Denver, CO",Master's,0,197236,18757,5317,221310,FAANG,0
Airbnb,Software Engineer,Remote,Bachelor's,0,153641,22180,10818,186639,Tier2,0
Intuit,Senior Data Scientist,"Denver, CO",Bachelor's,3,157984,29889,0,187873,Tier3,1
Series A Startup,Product Manager,"Boston, MA",Self-taught,9,200757,32762,0,233519,Startup,1
Oracle,Senior Product Manager,"Boston, MA",Bachelor's,2,231190,30770,0,261960,Tier3,1
Workday,Senior Product Manager,"Boston, MA",Master's,1,239692,33365,0,273057,Tier3,1
Workday,ML Engineer,"Boston, MA",Bachelor's,7,276280,14158,0,290438,Tier3,1
Lyft,Product Manager,"Chicago, IL",Bootcamp,2,186007,26607,24384,236998,Tier2,0
Early Stage Startup,Staff Engineer,"Chicago, IL",Bachelor's,11,241601,30660,0,272261,Startup,0
Google,Staff Engineer,"Austin, TX",Master's,12,429239,94564,54388,578191,FAANG,1
ServiceNow,Senior Data Scientist,"Los Angeles, CA",Self-taught,0,205680,20074,0,225754,Tier3,1
Oracle,ML Engineer,"San Francisco, CA",Bachelor's,2,252637,42232,0,294869,Tier3,1
Stripe,Principal Engineer,"Boston, MA",Bootcamp,1,351313,25132,18052,394497,Tier2,1
Microsoft,ML Engineer,"San Francisco, CA",Master's,2,298847,19799,33597,352243,Tier2,0
Salesforce,Principal Engineer,"New York, NY",Bachelor's,6,394703,26984,51836,473523,Tier2,1
Series B Startup,Principal Engineer,"New York, NY",Master's,0,291827,22572,0,314399,Startup,1
SAP,Senior Data Scientist,"New York, NY",Master's,6,238216,25786,0,264002,Tier3,1
Series A Startup,Engineering Manager,"San Francisco, CA",Master's,2,329556,37791,0,367347,Startup,0
Netflix,Product Manager,"New York, NY",Bootcamp,3,260673,36338,13134,310145,FAANG,1
Amazon,Senior Software Engineer,"San Francisco, CA",PhD,11,480218,33872,64780,578870,FAANG,0
Uber,Senior Software Engineer,"Boston, MA",Master's,0,224583,15766,25985,266334,Tier2,0
Oracle,Senior Product Manager,"Austin, TX",Bachelor's,5,195558,7879,0,203437,Tier3,0
IBM,Staff Engineer,"Chicago, IL",Bootcamp,10,240386,24910,0,265296,Tier3,0
Early Stage Startup,Product Manager,"Chicago, IL",Bachelor's,6,159296,26105,0,185401,Startup,0
Lyft,ML Engineer,"Denver, CO",Bachelor's,0,184421,17528,10265,212214,Tier2,1
Intuit,Engineering Manager,"Denver, CO",Master's,1,249174,16242,0,265416,Tier3,0
Salesforce,Senior Data Scientist,"Denver, CO",Self-taught,1,218058,36569,18407,273034,Tier2,0
IBM,Data Scientist,Remote,Master's,2,146147,17453,0,163600,Tier3,0
Lyft,Data Scientist,"Boston, MA",Master's,2,183476,18087,4512,206075,Tier2,1
Google,Staff Engineer,"Los Angeles, CA",Bachelor's,0,360581,43932,52043,456556,FAANG,0
Microsoft,Software Engineer,"Seattle, WA",Bachelor's,1,187715,19661,33831,241207,Tier2,0
Series B Startup,Product Manager,"Chicago, IL",Self-taught,9,167477,31767,0,199244,Startup,0
Series B Startup,Principal Engineer,"Austin, TX",Bachelor's,5,280687,13445,0,294132,Startup,1
Salesforce,Senior Software Engineer,"Atlanta, GA",Bachelor's,13,222063,17341,16175,255579,Tier2,1
Uber,Data Scientist,"Denver, CO",Master's,1,149609,15197,14499,179305,Tier2,0
Oracle,Senior Data Scientist,"Denver, CO",Bachelor's,7,168905,26182,0,195087,Tier3,1
IBM,Senior Data Scientist,"San Francisco, CA",Bachelor's,3,261373,51754,0,313127,Tier3,0
Google,Engineering Manager,"Denver, CO",Bachelor's,2,383230,48948,36595,468773,FAANG,0
Lyft,Senior Data Scientist,Remote,Bootcamp,3,238614,45332,7891,291837,Tier2,0
Databricks,Data Scientist,"Seattle, WA",Bachelor's,0,195720,16495,14212,226427,Tier2,0
Meta,Data Scientist,"San Francisco, CA",Bachelor's,7,370435,18873,26969,416277,FAANG,0
Oracle,Software Engineer,"Austin, TX",Master's,4,152881,25121,0,178002,Tier3,0
Apple,Engineering Manager,"New York, NY",Bachelor's,0,413063,66361,51265,530689,FAANG,1
Netflix,Engineering Manager,"Los Angeles, CA",Bachelor's,18,528837,36849,20198,585884,FAANG,0
Databricks,Staff Engineer,"Chicago, IL",Bootcamp,1,288866,34623,30944,354433,Tier2,1
Series B Startup,Staff Engineer,"Chicago, IL",Bachelor's,25,272892,39347,0,312239,Startup,0
Airbnb,Senior Data Scientist,"Boston, MA",Self-taught,4,244137,25688,34237,304062,Tier2,1
Lyft,Software Engineer,"Los Angeles, CA",Bachelor's,3,206263,48238,26190,280691,Tier2,1
Intuit,Senior Data Scientist,"Atlanta, GA",Master's,1,194890,21453,0,216343,Tier3,1
Microsoft,Product Manager,"Atlanta, GA",Bachelor's,8,170020,9427,10909,190356,Tier2,1
Amazon,Principal Engineer,"Atlanta, GA",Bachelor's,1,352543,37728,47371,437642,FAANG,0
Workday,Product Manager,"Seattle, WA",Bachelor's,1,184091,19520,0,203611,Tier3,1
Microsoft,Engineering Manager,"New York, NY",Master's,5,424914,71877,38605,535396,Tier2,0
Stripe,Product Manager,"New York, NY",Master's,0,202821,14323,5449,222593,Tier2,1
Series A Startup,Senior Product Manager,"Austin, TX",Self-taught,18,245905,16841,0,262746,Startup,0
Databricks,Software Engineer,Remote,Bachelor's,0,156742,19285,7832,183859,Tier2,0
Meta,ML Engineer,Remote,Bachelor's,0,271890,28349,11093,311332,FAANG,1
Airbnb,Engineering Manager,"Boston, MA",Bachelor's,4,324306,27725,33768,385799,Tier2,1
ServiceNow,Data Scientist,"Seattle, WA",Bachelor's,7,194278,31455,0,225733,Tier3,0
Intuit,Product Manager,"Denver, CO",PhD,1,141929,6112,0,148041,Tier3,1
Lyft,Product Manager,"Atlanta, GA",Bachelor's,4,175857,13209,9127,198193,Tier2,0
Microsoft,Staff Engineer,Remote,PhD,5,273650,54543,33279,361472,Tier2,1
Oracle,Software Engineer,"Los Angeles, CA",Bachelor's,6,190293,32202,0,222495,Tier3,0
Lyft,Staff Engineer,"New York, NY",PhD,4,394404,81721,19847,495972,Tier2,1
Uber,Product Manager,"Boston, MA",Self-taught,4,229665,39137,22715,291517,Tier2,1
Databricks,Senior Product Manager,"Seattle, WA",Bachelor's,4,314066,22442,34486,370994,Tier2,0
IBM,Senior Software Engineer,"Austin, TX",Bootcamp,11,166014,20767,0,186781,Tier3,1
Netflix,Senior Product Manager,"New York, NY",Self-taught,0,352136,51633,23266,427035,FAANG,0
Databricks,ML Engineer,"Chicago, IL",Bachelor's,0,188623,10379,12015,211017,Tier2,0
Workday,Data Scientist,"Los Angeles, CA",Bachelor's,1,179628,14085,0,193713,Tier3,0
Series A Startup,Senior Product Manager,"Atlanta, GA",Master's,11,197623,20620,0,218243,Startup,0
Databricks,Principal Engineer,Remote,Bachelor's,0,387564,49653,61796,499013,Tier2,1
Amazon,Software Engineer,Remote,Bachelor's,2,199452,24990,4740,229182,FAANG,0
Stripe,Engineering Manager,"Chicago, IL",Bachelor's,3,281455,26297,23788,331540,Tier2,0
Series A Startup,Principal Engineer,"Seattle, WA",Self-taught,25,420755,63117,0,483872,Startup,1
Amazon,Senior Product Manager,"Denver, CO",Bachelor's,2,266370,33519,22723,322612,FAANG,1
Series A Startup,Senior Data Scientist,"Chicago, IL",Bachelor's,12,205330,17573,0,222903,Startup,0
Stripe,Senior Product Manager,"San Francisco, CA",Master's,4,379993,26276,23889,430158,Tier2,1
Workday,Engineering Manager,"Seattle, WA",Bachelor's,11,422269,57166,0,479435,Tier3,0
ServiceNow,Data Scientist,"New York, NY",Bachelor's,0,162726,14660,0,177386,Tier3,1
Stripe,Engineering Manager,"Atlanta, GA",Master's,20,336274,57596,10188,404058,Tier2,0
Meta,Staff Engineer,"Chicago, IL",Master's,5,298711,36462,38395,373568,FAANG,0
Stripe,Principal Engineer,"Austin, TX",Bachelor's,0,327875,60832,10764,399471,Tier2,1
Series B Startup,ML Engineer,Remote,Bachelor's,6,164755,25119,0,189874,Startup,0
SAP,Senior Software Engineer,"San Francisco, CA",Bachelor's,2,221495,12448,0,233943,Tier3,0
Series B Startup,Data Scientist,"Atlanta, GA",Bootcamp,3,115783,8575,0,124358,Startup,0
Early Stage Startup,Senior Product Manager,"Denver, CO",Bootcamp,2,173309,31459,0,204768,Startup,0
Lyft,Senior Software Engineer,Remote,Master's,3,263471,51173,22793,337437,Tier2,0
SAP,Software Engineer,"Seattle, WA",Bachelor's,7,224694,14684,0,239378,Tier3,0
Stripe,Staff Engineer,"Atlanta, GA",Bachelor's,6,240132,21146,13582,274860,Tier2,0
Early Stage Startup,Staff Engineer,"San Francisco, CA",Bootcamp,0,271921,33137,0,305058,Startup,0
Early Stage Startup,Software Engineer,Remote,Master's,1,121838,25767,0,147605,Startup,1
Databricks,Software Engineer,"Boston, MA",Master's,1,190649,26701,12501,229851,Tier2,0
ServiceNow,Senior Data Scientist,Remote,PhD,2,223483,28708,0,252191,Tier3,0
Google,Principal Engineer,"Seattle, WA",Bachelor's,0,565715,28097,14676,608488,FAANG,0
Intuit,ML Engineer,"Atlanta, GA",Bachelor's,5,162438,34657,0,197095,Tier3,0
SAP,Senior Product Manager,Remote,Bachelor's,10,245203,15260,0,260463,Tier3,0
Lyft,Product Manager,"San Francisco, CA",Master's,10,340403,18357,20556,379316,Tier2,0
Stripe,Staff Engineer,"Atlanta, GA",Bootcamp,19,280126,32075,41004,353205,Tier2,1
Amazon,Senior Data Scientist,"Chicago, IL",Bootcamp,0,246732,27826,10741,285299,FAANG,1
Lyft,Senior Product Manager,Remote,Master's,3,225481,20510,27590,273581,Tier2,0
Uber,Senior Product Manager,"Austin, TX",Master's,2,237876,33700,21413,292989,Tier2,0
